"uniqueIDsite","unIDyearSite","uniqueIDYear","uniqueID","site","year","block","row","treat","seedl_nr","height","diam_mm","dateYear","mort_date","notes","mortality","mort_binar","waxQual","damage","percentDebark","waxHeight_cm","rootCol","origNotes","mort2","rank","sumDamage","sumMort","ZeroDam","bxcx.x.t","bxcx.x","x.t","x","mean","sd","n","norm_stat","standardize"
"B3R2wax CS1 clearcut","B3R2wax CS1_2019_clearcut","B3R2wax CS1_2019","B3R2wax CS1","clearcut",2019,3,2,"wax C",1,50,10.6,2019,0,"alive","alive",0,3,220,70,0,"","alive",0,4,220,0,1,0.120312808710513,220,0.165077461634417,220,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R2wax CS10 clearcut","B3R2wax CS10_2019_clearcut","B3R2wax CS10_2019","B3R2wax CS10","clearcut",2019,3,2,"wax C",10,36,10.1,2019,0,"alive","alive",0,2,140,50,0,"","alive",0,3,1640,0,1,-0.212947930822413,140,-0.166694990579859,140,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R2wax CS10 clearcut","B3R2wax CS10_2020_clearcut","B3R2wax CS10_2020","B3R2wax CS10","clearcut",2020,3,2,"wax C",10,46,10.2,2020,0,"alive","alive",0,4,1500,0,0,"","alive",0,5,1640,0,1,1.65749305139867,1500,1.57414384016723,1500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R2wax CS2 clearcut","B3R2wax CS2_2019_clearcut","B3R2wax CS2_2019","B3R2wax CS2","clearcut",2019,3,2,"wax C",2,35,8.8,2019,0,"alive","alive",0,2,260,70,0,"","alive",0,3,260,0,1,0.246142385881438,260,0.287701823268197,260,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R2wax CS4 clearcut","B3R2wax CS4_2019_clearcut","B3R2wax CS4_2019","B3R2wax CS4","clearcut",2019,3,2,"wax C",4,47,8.8,2019,0,"alive","alive",0,3,1800,100,0,"","alive",0,4,2800,1,1,1.81436718898741,1800,1.70797628571354,1800,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R2wax CS4 clearcut","B3R2wax CS4_2020_clearcut","B3R2wax CS4_2020","B3R2wax CS4","clearcut",2020,3,2,"wax C",4,0,NA,2020,2020,"Hylobius","dead",1,4,1000,0,0,"","Hylobius",1,5,2800,1,1,1.31561923480053,1000,1.27651376573764,1000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R2wax CS5 clearcut","B3R2wax CS5_2019_clearcut","B3R2wax CS5_2019","B3R2wax CS5","clearcut",2019,3,2,"wax C",5,49,10.2,2019,0,"alive","alive",0,3,640,100,0,"","alive",0,4,1840,1,1,0.950226474332223,640,0.948918618426457,640,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R2wax CS5 clearcut","B3R2wax CS5_2020_clearcut","B3R2wax CS5_2020","B3R2wax CS5","clearcut",2020,3,2,"wax C",5,0,NA,2020,2020,"Hylobius","dead",1,4,1200,0,0,"","Hylobius",1,5,1840,1,1,1.46816270367739,1200,1.41034618013232,1200,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R2wax CS7 clearcut","B3R2wax CS7_2019_clearcut","B3R2wax CS7_2019","B3R2wax CS7","clearcut",2019,3,2,"wax C",7,47,10.6,2019,0,"alive","alive",0,2,1800,100,0,"","alive",0,3,3300,1,1,1.81436718898741,1800,1.70797628571354,1800,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R2wax CS7 clearcut","B3R2wax CS7_2020_clearcut","B3R2wax CS7_2020","B3R2wax CS7","clearcut",2020,3,2,"wax C",7,0,NA,2020,2020,"Hylobius","dead",1,3,1500,0,0,"","Hylobius",1,4,3300,1,1,1.65749305139867,1500,1.57414384016723,1500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R4collarS1 clearcut","B3R4collarS1_2018_clearcut","B3R4collarS1_2018","B3R4collarS1","clearcut",2018,3,4,"collar",1,0,NA,2018,2018,"Hylobius","dead",1,0,350,0,0,"","Hylobius",1,1,350,1,1,0.473660492266185,350,0.50589699789457,350,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R4collarS11 clearcut","B3R4collarS11_2018_clearcut","B3R4collarS11_2018","B3R4collarS11","clearcut",2018,3,4,"collar",11,0,NA,2018,2018,"Hylobius","dead",1,0,80,50,0,"","Hylobius",1,1,80,1,1,-0.611415617226524,80,-0.577459599102206,80,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R4collarS2 clearcut","B3R4collarS2_2018_clearcut","B3R4collarS2_2018","B3R4collarS2","clearcut",2018,3,4,"collar",2,19,27,2018,0,"alive","alive",0,0,10,10,0,"VG","alive",0,1,10,0,1,-1.96420491796519,10,-2.10206644048055,10,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R4collarS4 clearcut","B3R4collarS4_2020_clearcut","B3R4collarS4_2020","B3R4collarS4","clearcut",2020,3,4,"collar",4,50,11.3,2020,0,"alive","alive",0,0,250,0,0,"Z","alive",0,1,250,0,1,0.216469801751026,250,0.25891222405536,250,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R4collarS8 clearcut","B3R4collarS8_2020_clearcut","B3R4collarS8_2020","B3R4collarS8","clearcut",2020,3,4,"collar",8,60,14.5,2020,0,"alive","alive",0,0,260,0,0,"Z","alive",0,1,260,0,1,0.246142385881438,260,0.287701823268197,260,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R4collarS9 clearcut","B3R4collarS9_2019_clearcut","B3R4collarS9_2019","B3R4collarS9","clearcut",2019,3,4,"collar",9,37,8.5,2019,0,"alive","alive",0,0,600,50,0,"","alive",0,1,600,1,1,0.89831189673991,600,0.901544415278373,600,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R5wax FS1 clearcut","B3R5wax FS1_2019_clearcut","B3R5wax FS1_2019","B3R5wax FS1","clearcut",2019,3,5,"wax F",1,64,11.9,2019,0,"alive","alive",0,2,120,10,0,"","alive",0,3,120,0,1,-0.324249810101533,120,-0.279845351198664,120,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R5wax FS2 clearcut","B3R5wax FS2_2019_clearcut","B3R5wax FS2_2019","B3R5wax FS2","clearcut",2019,3,5,"wax F",2,34,4.9,2019,0,"alive","alive",0,4,250,100,0,"","alive",0,5,250,1,1,0.216469801751026,250,0.25891222405536,250,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R5wax FS6 clearcut","B3R5wax FS6_2019_clearcut","B3R5wax FS6_2019","B3R5wax FS6","clearcut",2019,3,5,"wax F",6,46,9.4,2019,0,"alive","alive",0,2,240,60,0,"","alive",0,3,340,0,1,0.185670981006957,240,0.228947238386717,240,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R5wax FS6 clearcut","B3R5wax FS6_2020_clearcut","B3R5wax FS6_2020","B3R5wax FS6","clearcut",2020,3,5,"wax F",6,40,12.2,2020,0,"alive","alive",0,4,100,0,0,"","alive",0,5,340,0,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R5wax FS7 clearcut","B3R5wax FS7_2019_clearcut","B3R5wax FS7_2019","B3R5wax FS7","clearcut",2019,3,5,"wax F",7,61,14,2019,0,"alive","alive",0,2,130,20,0,"","alive",0,3,130,0,1,-0.266604195200795,130,-0.221092180121738,130,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R6controlS4 clearcut","B3R6controlS4_2019_clearcut","B3R6controlS4_2019","B3R6controlS4","clearcut",2019,3,6,"control",4,48,9,2019,0,"alive","alive",0,0,80,40,0,"","alive",0,1,130,0,1,-0.611415617226524,80,-0.577459599102206,80,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R6controlS4 clearcut","B3R6controlS4_2020_clearcut","B3R6controlS4_2020","B3R6controlS4","clearcut",2020,3,6,"control",4,57,14.1,2020,0,"alive","alive",0,0,50,0,0,"","alive",0,1,130,0,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R6controlS5 clearcut","B3R6controlS5_2018_clearcut","B3R6controlS5_2018","B3R6controlS5","clearcut",2018,3,6,"control",5,0,NA,2018,2018,"Hylobius","dead",1,0,300,100,0,"","Hylobius",1,1,300,1,1,0.35508985260553,300,0.39274379736436,300,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R6controlS6 clearcut","B3R6controlS6_2018_clearcut","B3R6controlS6_2018","B3R6controlS6","clearcut",2018,3,6,"control",6,18,4.5,2018,0,"alive","alive",0,0,50,10,0,"","alive",0,1,50,0,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R6controlS8 clearcut","B3R6controlS8_2019_clearcut","B3R6controlS8_2019","B3R6controlS8","clearcut",2019,3,6,"control",8,41,4.6,2019,0,"alive","alive",0,0,90,30,0,"","alive",0,1,230,1,1,-0.528823999213003,90,-0.49100741081335,90,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R6controlS8 clearcut","B3R6controlS8_2020_clearcut","B3R6controlS8_2020","B3R6controlS8","clearcut",2020,3,6,"control",8,0,NA,2020,2020,"Hylobius","dead",1,0,140,0,0,"","Hylobius",1,1,230,1,1,-0.212947930822413,140,-0.166694990579859,140,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R6controlS9 clearcut","B3R6controlS9_2018_clearcut","B3R6controlS9_2018","B3R6controlS9","clearcut",2018,3,6,"control",9,0,NA,2018,2018,"Hylobius","dead",1,0,650,100,0,"","Hylobius",1,1,650,1,1,0.962732490566226,650,0.960299396043456,650,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R1wax CS4 clearcut","B4R1wax CS4_2019_clearcut","B4R1wax CS4_2019","B4R1wax CS4","clearcut",2019,4,1,"wax C",4,53,9.6,2019,0,"alive","alive",0,2,100,20,0,"","alive",0,3,600,0,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R1wax CS4 clearcut","B4R1wax CS4_2020_clearcut","B4R1wax CS4_2020","B4R1wax CS4","clearcut",2020,4,1,"wax C",4,74,15.7,2020,0,"alive","alive",0,3,500,0,0,"","alive",0,4,600,0,1,0.752896686348316,500,0.767712169102117,500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R1wax CS6 clearcut","B4R1wax CS6_2020_clearcut","B4R1wax CS6_2020","B4R1wax CS6","clearcut",2020,4,1,"wax C",6,85,14.4,2020,0,"alive","alive",0,0,20,0,0,"","alive",0,2,20,0,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R1wax CS8 clearcut","B4R1wax CS8_2019_clearcut","B4R1wax CS8_2019","B4R1wax CS8","clearcut",2019,4,1,"wax C",8,60,10,2019,0,"alive","alive",0,2,150,30,0,"","alive",0,3,150,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS1 clearcut","B4R2wax FS1_2019_clearcut","B4R2wax FS1_2019","B4R2wax FS1","clearcut",2019,4,2,"wax F",1,35,12.3,2019,0,"alive","alive",0,3,250,60,0,"","alive",0,4,250,0,1,0.216469801751026,250,0.25891222405536,250,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS10 clearcut","B4R2wax FS10_2019_clearcut","B4R2wax FS10_2019","B4R2wax FS10","clearcut",2019,4,2,"wax F",10,30,5.4,2019,0,"alive","alive",0,0,450,100,0,"","alive",0,1,950,1,1,0.669694494240337,450,0.69037284096404,450,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS10 clearcut","B4R2wax FS10_2020_clearcut","B4R2wax FS10_2020","B4R2wax FS10","clearcut",2020,4,2,"wax F",10,0,NA,2020,2020,"Hylobius","dead",1,0,500,0,0,"","Hylobius",1,1,950,1,1,0.752896686348316,500,0.767712169102117,500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS3 clearcut","B4R2wax FS3_2019_clearcut","B4R2wax FS3_2019","B4R2wax FS3","clearcut",2019,4,2,"wax F",3,46,9.4,2019,0,"alive","alive",0,1,290,70,0,"","alive",0,3,540,0,1,0.329182084381024,290,0.367858630667649,290,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS3 clearcut","B4R2wax FS3_2020_clearcut","B4R2wax FS3_2020","B4R2wax FS3","clearcut",2020,4,2,"wax F",3,46,11.7,2020,0,"alive","alive",0,4,250,0,0,"","alive",0,5,540,0,1,0.216469801751026,250,0.25891222405536,250,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS4 clearcut","B4R2wax FS4_2018_clearcut","B4R2wax FS4_2018","B4R2wax FS4","clearcut",2018,4,2,"wax F",4,33,6.9,2018,0,"alive","alive",0,1,60,30,0,"","alive",0,2,910,0,1,-0.81034232961773,60,-0.788609271765251,60,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS4 clearcut","B4R2wax FS4_2019_clearcut","B4R2wax FS4_2019","B4R2wax FS4","clearcut",2019,4,2,"wax F",4,42,9.4,2019,0,"alive","alive",0,4,450,80,0,"","alive",0,5,910,0,1,0.669694494240337,450,0.69037284096404,450,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS4 clearcut","B4R2wax FS4_2020_clearcut","B4R2wax FS4_2020","B4R2wax FS4","clearcut",2020,4,2,"wax F",4,42,10.7,2020,0,"alive","alive",0,4,400,0,0,"","alive",0,5,910,0,1,0.577396041241463,400,0.603914876088799,400,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS7 clearcut","B4R2wax FS7_2019_clearcut","B4R2wax FS7_2019","B4R2wax FS7","clearcut",2019,4,2,"wax F",7,32,8.7,2019,0,"alive","alive",0,2,70,30,0,"","alive",0,3,70,0,1,-0.704241515787285,70,-0.675469051928125,70,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS8 clearcut","B4R2wax FS8_2019_clearcut","B4R2wax FS8_2019","B4R2wax FS8","clearcut",2019,4,2,"wax F",8,37,7.8,2019,0,"alive","alive",0,4,140,30,0,"","alive",0,5,340,0,1,-0.212947930822413,140,-0.166694990579859,140,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS8 clearcut","B4R2wax FS8_2020_clearcut","B4R2wax FS8_2020","B4R2wax FS8","clearcut",2020,4,2,"wax F",8,37,12.7,2020,0,"alive","alive",0,4,200,0,0,"","alive",0,5,340,0,1,0.0491701892538407,200,0.0951161697214249,200,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS9 clearcut","B4R2wax FS9_2019_clearcut","B4R2wax FS9_2019","B4R2wax FS9","clearcut",2019,4,2,"wax F",9,31,9,2019,0,"alive","alive",0,4,320,80,0,"","alive",0,5,820,1,1,0.404578495276106,320,0.440117815330041,320,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R2wax FS9 clearcut","B4R2wax FS9_2020_clearcut","B4R2wax FS9_2020","B4R2wax FS9","clearcut",2020,4,2,"wax F",9,0,NA,2020,2020,"Hylobius","dead",1,3,500,0,0,"","Hylobius",1,4,820,1,1,0.752896686348316,500,0.767712169102117,500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS1 clearcut","B4R3glueS1_2019_clearcut","B4R3glueS1_2019","B4R3glueS1","clearcut",2019,4,3,"glue",1,33,8.3,2019,0,"alive","alive",0,0,350,100,0,"","alive",0,1,690,1,1,0.473660492266185,350,0.50589699789457,350,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS1 clearcut","B4R3glueS1_2020_clearcut","B4R3glueS1_2020","B4R3glueS1","clearcut",2020,4,3,"glue",1,0,NA,2020,2020,"Hylobius","dead",1,0,340,0,0,"","Hylobius",1,1,690,1,1,0.451267220931861,340,0.484618892122288,340,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS10 clearcut","B4R3glueS10_2020_clearcut","B4R3glueS10_2020","B4R3glueS10","clearcut",2020,4,3,"glue",10,38,9.1,2020,0,"alive","alive",0,0,30,0,0,"","alive",0,1,30,0,1,-1.27372005739375,30,-1.29725857221234,30,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS2 clearcut","B4R3glueS2_2019_clearcut","B4R3glueS2_2019","B4R3glueS2","clearcut",2019,4,3,"glue",2,64,13,2019,0,"alive","alive",0,0,150,50,0,"","alive",0,1,520,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS2 clearcut","B4R3glueS2_2020_clearcut","B4R3glueS2_2020","B4R3glueS2","clearcut",2020,4,3,"glue",2,80,20.6,2020,0,"alive","alive",0,0,370,0,0,"","alive",0,1,520,0,1,0.516714478532061,370,0.54668768587052,370,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS3 clearcut","B4R3glueS3_2019_clearcut","B4R3glueS3_2019","B4R3glueS3","clearcut",2019,4,3,"glue",3,45,9.1,2019,0,"alive","alive",0,0,130,40,0,"","alive",0,1,270,0,1,-0.266604195200795,130,-0.221092180121738,130,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS3 clearcut","B4R3glueS3_2020_clearcut","B4R3glueS3_2020","B4R3glueS3","clearcut",2020,4,3,"glue",3,50,14,2020,0,"alive","alive",0,0,140,0,0,"","alive",0,1,270,0,1,-0.212947930822413,140,-0.166694990579859,140,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS4 clearcut","B4R3glueS4_2019_clearcut","B4R3glueS4_2019","B4R3glueS4","clearcut",2019,4,3,"glue",4,47,10.4,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,130,0,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS4 clearcut","B4R3glueS4_2020_clearcut","B4R3glueS4_2020","B4R3glueS4","clearcut",2020,4,3,"glue",4,59,15.8,2020,0,"alive","alive",0,0,110,0,0,"","alive",0,1,130,0,1,-0.386553836916145,110,-0.343713311290523,110,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS5 clearcut","B4R3glueS5_2019_clearcut","B4R3glueS5_2019","B4R3glueS5","clearcut",2019,4,3,"glue",5,39,8,2019,0,"alive","alive",0,0,10,10,0,"","alive",0,1,10,0,1,-1.96420491796519,10,-2.10206644048055,10,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS6 clearcut","B4R3glueS6_2019_clearcut","B4R3glueS6_2019","B4R3glueS6","clearcut",2019,4,3,"glue",6,45,10.8,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,20,0,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS7 clearcut","B4R3glueS7_2019_clearcut","B4R3glueS7_2019","B4R3glueS7","clearcut",2019,4,3,"glue",7,43,13,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,170,0,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS7 clearcut","B4R3glueS7_2020_clearcut","B4R3glueS7_2020","B4R3glueS7","clearcut",2020,4,3,"glue",7,52,15.2,2020,0,"alive","alive",0,0,150,0,0,"","alive",0,1,170,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R3glueS8 clearcut","B4R3glueS8_2020_clearcut","B4R3glueS8_2020","B4R3glueS8","clearcut",2020,4,3,"glue",8,51,10.6,2020,0,"alive","alive",0,0,50,0,0,"","alive",0,1,50,0,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS1 clearcut","B4R5controlS1_2018_clearcut","B4R5controlS1_2018","B4R5controlS1","clearcut",2018,4,5,"control",1,45,6.7,2018,0,"alive","alive",0,0,360,80,0,"","alive",0,1,1900,1,1,0.495465865712566,360,0.526575644803225,360,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS1 clearcut","B4R5controlS1_2019_clearcut","B4R5controlS1_2019","B4R5controlS1","clearcut",2019,4,5,"control",1,50,7.8,2019,0,"alive","alive",0,0,540,100,0,"","alive",0,1,1900,1,1,0.81405574520998,540,0.824205034528905,540,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS1 clearcut","B4R5controlS1_2020_clearcut","B4R5controlS1_2020","B4R5controlS1","clearcut",2020,4,5,"control",1,0,NA,2020,2020,"Hylobius","dead",1,0,1000,0,0,"","Hylobius",1,1,1900,1,1,1.31561923480053,1000,1.27651376573764,1000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS10 clearcut","B4R5controlS10_2018_clearcut","B4R5controlS10_2018","B4R5controlS10","clearcut",2018,4,5,"control",10,42,7.9,2018,0,"alive","alive",0,0,210,60,0,"","alive",0,1,290,0,1,0.0855302684679837,210,0.130929984368803,210,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS10 clearcut","B4R5controlS10_2019_clearcut","B4R5controlS10_2019","B4R5controlS10","clearcut",2019,4,5,"control",10,45,10.2,2019,0,"alive","alive",0,0,80,20,0,"","alive",0,1,290,0,1,-0.611415617226524,80,-0.577459599102206,80,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS2 clearcut","B4R5controlS2_2019_clearcut","B4R5controlS2_2019","B4R5controlS2","clearcut",2019,4,5,"control",2,49,10.5,2019,0,"alive","alive",0,0,680,100,0,"","alive",0,1,680,1,1,0.99920388288384,680,0.993419848693525,680,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS3 clearcut","B4R5controlS3_2019_clearcut","B4R5controlS3_2019","B4R5controlS3","clearcut",2019,4,5,"control",3,70,12.9,2019,0,"alive","alive",0,0,290,80,0,"","alive",0,1,290,0,1,0.329182084381024,290,0.367858630667649,290,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS4 clearcut","B4R5controlS4_2018_clearcut","B4R5controlS4_2018","B4R5controlS4","clearcut",2018,4,5,"control",4,65,9.8,2018,0,"alive","alive",0,0,20,10,0,"","alive",0,1,770,0,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS4 clearcut","B4R5controlS4_2019_clearcut","B4R5controlS4_2019","B4R5controlS4","clearcut",2019,4,5,"control",4,35,6.5,2019,0,"alive","alive",0,0,650,100,0,"","alive",0,1,770,0,1,0.962732490566226,650,0.960299396043456,650,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS4 clearcut","B4R5controlS4_2020_clearcut","B4R5controlS4_2020","B4R5controlS4","clearcut",2020,4,5,"control",4,46,9.5,2020,0,"alive","alive",0,0,100,0,0,"","alive",0,1,770,0,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS5 clearcut","B4R5controlS5_2018_clearcut","B4R5controlS5_2018","B4R5controlS5","clearcut",2018,4,5,"control",5,30,4.5,2018,0,"alive","alive",0,0,5,10,0,"","alive",0,1,845,1,1,-2.37366338687836,5,-2.60546411900213,5,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS5 clearcut","B4R5controlS5_2019_clearcut","B4R5controlS5_2019","B4R5controlS5","clearcut",2019,4,5,"control",5,35,7.5,2019,0,"alive","alive",0,0,840,100,0,"","alive",0,1,845,1,1,1.1715277379573,840,1.14853037756091,840,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS6 clearcut","B4R5controlS6_2018_clearcut","B4R5controlS6_2018","B4R5controlS6","clearcut",2018,4,5,"control",6,32,4.9,2018,0,"alive","alive",0,0,30,20,0,"","alive",0,1,30,0,1,-1.27372005739375,30,-1.29725857221234,30,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS9 clearcut","B4R5controlS9_2018_clearcut","B4R5controlS9_2018","B4R5controlS9","clearcut",2018,4,5,"control",9,50,2.7,2018,0,"alive","alive",0,0,5,5,0,"","alive",0,1,275,0,1,-2.37366338687836,5,-2.60546411900213,5,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R5controlS9 clearcut","B4R5controlS9_2019_clearcut","B4R5controlS9_2019","B4R5controlS9","clearcut",2019,4,5,"control",9,62,14.6,2019,0,"alive","alive",0,0,270,50,0,"","alive",0,1,275,0,1,0.27477093700907,270,0.315404775326776,270,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R6collarS1 clearcut","B4R6collarS1_2019_clearcut","B4R6collarS1_2019","B4R6collarS1","clearcut",2019,4,6,"collar",1,32,5.2,2019,0,"alive","alive",0,0,320,100,0,"","alive",0,1,320,1,1,0.404578495276106,320,0.440117815330041,320,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R6collarS10 clearcut","B4R6collarS10_2019_clearcut","B4R6collarS10_2019","B4R6collarS10","clearcut",2019,4,6,"collar",10,35,7.1,2019,0,"alive","alive",0,0,110,50,0,"G chýba","alive",0,1,110,0,1,-0.386553836916145,110,-0.343713311290523,110,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R6collarS2 clearcut","B4R6collarS2_2019_clearcut","B4R6collarS2_2019","B4R6collarS2","clearcut",2019,4,6,"collar",2,0,NA,2019,2019,"Hylastes","dead",1,0,60,30,0,"","Hylastes",1,1,60,1,1,-0.81034232961773,60,-0.788609271765251,60,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R6collarS3 clearcut","B4R6collarS3_2019_clearcut","B4R6collarS3_2019","B4R6collarS3","clearcut",2019,4,6,"collar",3,46,12.6,2019,0,"alive","alive",0,0,350,50,0,"","alive",0,1,350,0,1,0.473660492266185,350,0.50589699789457,350,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R6collarS5 clearcut","B4R6collarS5_2019_clearcut","B4R6collarS5_2019","B4R6collarS5","clearcut",2019,4,6,"collar",5,39,6.8,2019,0,"alive","alive",0,0,90,40,0,"","alive",0,1,130,0,1,-0.528823999213003,90,-0.49100741081335,90,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R6collarS5 clearcut","B4R6collarS5_2020_clearcut","B4R6collarS5_2020","B4R6collarS5","clearcut",2020,4,6,"collar",5,48,10.2,2020,0,"alive","alive",0,0,40,0,0,"Z","alive",0,1,130,0,1,-1.08408906271493,40,-1.08617575040892,40,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R6collarS7 clearcut","B4R6collarS7_2019_clearcut","B4R6collarS7_2019","B4R6collarS7","clearcut",2019,4,6,"collar",7,52,11.7,2019,0,"alive","alive",0,0,350,90,0,"","alive",0,1,500,0,1,0.473660492266185,350,0.50589699789457,350,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
