"uniqueIDsite","unIDyearSite","uniqueIDYear","uniqueID","site","year","block","row","treat","seedl_nr","height","diam_mm","dateYear","mort_date","notes","mortality","mort_binar","waxQual","damage","percentDebark","waxHeight_cm","rootCol","origNotes","mort2","rank","sumDamage","sumMort","ZeroDam","bxcx.x.t","bxcx.x","x.t","x","mean","sd","n","norm_stat","standardize"
"B1R5wax FS9 clearcut","B1R5wax FS9_2019_clearcut","B1R5wax FS9_2019","B1R5wax FS9","clearcut",2019,1,5,"wax F",9,41,7.7,2019,0,"alive","alive",0,4,310,70,0,"","alive",0,5,2010,0,1,0.380205787549691,310,0.416812917190252,310,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B1R5wax FS9 clearcut","B1R5wax FS9_2020_clearcut","B1R5wax FS9_2020","B1R5wax FS9","clearcut",2020,1,5,"wax F",9,45,10,2020,0,"alive","alive",0,4,1500,0,0,"","alive",0,5,1810,0,1,1.65749305139867,1500,1.57414384016723,1500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B1R6glueS1 clearcut","B1R6glueS1_2020_clearcut","B1R6glueS1_2020","B1R6glueS1","clearcut",2020,1,6,"glue",1,70,15.2,2020,0,"alive","alive",0,0,40,0,0,"","alive",0,1,40,0,1,-1.08408906271493,40,-1.08617575040892,40,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B1R6glueS10 clearcut","B1R6glueS10_2019_clearcut","B1R6glueS10_2019","B1R6glueS10","clearcut",2019,1,6,"glue",10,62,17.8,2019,0,"alive","alive",0,0,150,30,0,"","alive",0,1,150,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B1R6glueS2 clearcut","B1R6glueS2_2019_clearcut","B1R6glueS2_2019","B1R6glueS2","clearcut",2019,1,6,"glue",2,37,7.4,2019,0,"alive","alive",0,0,70,50,0,"","alive",0,1,70,1,1,-0.704241515787285,70,-0.675469051928125,70,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B1R6glueS4 clearcut","B1R6glueS4_2019_clearcut","B1R6glueS4_2019","B1R6glueS4","clearcut",2019,1,6,"glue",4,50,10.5,2019,0,"alive","alive",0,0,50,10,0,"","alive",0,1,100,0,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B1R6glueS4 clearcut","B1R6glueS4_2020_clearcut","B1R6glueS4_2020","B1R6glueS4","clearcut",2020,1,6,"glue",4,61,14.8,2020,0,"alive","alive",0,0,50,0,0,"","alive",0,1,100,0,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B1R6glueS5 clearcut","B1R6glueS5_2019_clearcut","B1R6glueS5_2019","B1R6glueS5","clearcut",2019,1,6,"glue",5,38,10.8,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,140,0,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B1R6glueS5 clearcut","B1R6glueS5_2020_clearcut","B1R6glueS5_2020","B1R6glueS5","clearcut",2020,1,6,"glue",5,38,10,2020,0,"alive","alive",0,0,120,0,0,"","alive",0,1,140,0,1,-0.324249810101533,120,-0.279845351198664,120,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B1R6glueS6 clearcut","B1R6glueS6_2019_clearcut","B1R6glueS6_2019","B1R6glueS6","clearcut",2019,1,6,"glue",6,37,8.3,2019,0,"alive","alive",0,0,80,30,0,"","alive",0,1,80,0,1,-0.611415617226524,80,-0.577459599102206,80,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B1R6glueS9 clearcut","B1R6glueS9_2018_clearcut","B1R6glueS9_2018","B1R6glueS9","clearcut",2018,1,6,"glue",9,0,NA,2018,2018,"Hylobius","dead",1,0,215,100,0,"","Hylobius",1,1,215,1,1,0.103109818179153,215,0.148202268448794,215,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R1wax FS1 clearcut","B2R1wax FS1_2019_clearcut","B2R1wax FS1_2019","B2R1wax FS1","clearcut",2019,2,1,"wax F",1,22,7,2019,0,"alive","alive",0,1,350,90,0,"","alive",0,2,1050,1,1,0.473660492266185,350,0.50589699789457,350,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R1wax FS1 clearcut","B2R1wax FS1_2020_clearcut","B2R1wax FS1_2020","B2R1wax FS1","clearcut",2020,2,1,"wax F",1,0,NA,2020,2020,"Hylobius","dead",1,0,700,0,0,"","Hylobius",1,1,1050,1,1,1.02269487312922,700,1.01469802152781,700,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R1wax FS10 clearcut","B2R1wax FS10_2019_clearcut","B2R1wax FS10_2019","B2R1wax FS10","clearcut",2019,2,1,"wax F",10,42,16.4,2019,0,"alive","alive",0,2,150,30,0,"","alive",0,3,300,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R1wax FS10 clearcut","B2R1wax FS10_2020_clearcut","B2R1wax FS10_2020","B2R1wax FS10","clearcut",2020,2,1,"wax F",10,56,13.5,2020,0,"alive","alive",0,3,150,0,0,"","alive",0,4,300,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R1wax FS2 clearcut","B2R1wax FS2_2019_clearcut","B2R1wax FS2_2019","B2R1wax FS2","clearcut",2019,2,1,"wax F",2,34,11.7,2019,0,"alive","alive",0,2,500,80,0,"","alive",0,3,2500,1,1,0.752896686348316,500,0.767712169102117,500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R1wax FS2 clearcut","B2R1wax FS2_2020_clearcut","B2R1wax FS2_2020","B2R1wax FS2","clearcut",2020,2,1,"wax F",2,0,NA,2020,2020,"Hylobius","dead",1,0,1500,0,0,"","Hylobius",1,1,2000,1,1,1.65749305139867,1500,1.57414384016723,1500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R1wax FS3 clearcut","B2R1wax FS3_2019_clearcut","B2R1wax FS3_2019","B2R1wax FS3","clearcut",2019,2,1,"wax F",3,60,11.9,2019,0,"alive","alive",0,1,1000,100,0,"","alive",0,2,2000,1,1,1.31561923480053,1000,1.27651376573764,1000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R1wax FS3 clearcut","B2R1wax FS3_2020_clearcut","B2R1wax FS3_2020","B2R1wax FS3","clearcut",2020,2,1,"wax F",3,0,NA,2020,2020,"Hylobius","dead",1,0,1000,0,0,"","Hylobius",1,1,2000,1,1,1.31561923480053,1000,1.27651376573764,1000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R1wax FS9 clearcut","B2R1wax FS9_2019_clearcut","B2R1wax FS9_2019","B2R1wax FS9","clearcut",2019,2,1,"wax F",9,42,11,2019,0,"alive","alive",0,2,800,80,0,"","alive",0,3,1500,1,1,1.13151554219072,800,1.11271616305002,800,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R1wax FS9 clearcut","B2R1wax FS9_2020_clearcut","B2R1wax FS9_2020","B2R1wax FS9","clearcut",2020,2,1,"wax F",9,0,NA,2020,2020,"Hylobius","dead",1,0,700,0,0,"","Hylobius",1,1,1500,1,1,1.02269487312922,700,1.01469802152781,700,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R2collarS1 clearcut","B2R2collarS1_2018_clearcut","B2R2collarS1_2018","B2R2collarS1","clearcut",2018,2,2,"collar",1,0,NA,2018,2018,"Hylobius","dead",1,0,50,50,0,"","other",1,1,50,1,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R2collarS4 clearcut","B2R2collarS4_2018_clearcut","B2R2collarS4_2018","B2R2collarS4","clearcut",2018,2,2,"collar",4,37,3.8,2018,0,"alive","alive",0,0,80,50,0,"","alive",0,1,640,0,1,-0.611415617226524,80,-0.577459599102206,80,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R2collarS4 clearcut","B2R2collarS4_2019_clearcut","B2R2collarS4_2019","B2R2collarS4","clearcut",2019,2,2,"collar",4,44,4.7,2019,0,"alive","alive",0,0,60,30,0,"","alive",0,1,640,0,1,-0.81034232961773,60,-0.788609271765251,60,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R2collarS4 clearcut","B2R2collarS4_2020_clearcut","B2R2collarS4_2020","B2R2collarS4","clearcut",2020,2,2,"collar",4,47,8.2,2020,0,"alive","alive",0,0,500,0,0,"Z","alive",0,1,640,0,1,0.752896686348316,500,0.767712169102117,500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R2collarS5 clearcut","B2R2collarS5_2018_clearcut","B2R2collarS5_2018","B2R2collarS5","clearcut",2018,2,2,"collar",5,0,NA,2018,2018,"Hylastes","dead",1,0,30,20,0,"","Hylastes",1,1,30,1,1,-1.27372005739375,30,-1.29725857221234,30,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R2collarS6 clearcut","B2R2collarS6_2018_clearcut","B2R2collarS6_2018","B2R2collarS6","clearcut",2018,2,2,"collar",6,0,NA,2018,2018,"Hylobius","dead",1,0,70,40,0,"","Hylobius",1,1,70,1,1,-0.704241515787285,70,-0.675469051928125,70,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R2collarS8 clearcut","B2R2collarS8_2018_clearcut","B2R2collarS8_2018","B2R2collarS8","clearcut",2018,2,2,"collar",8,38,5.4,2018,0,"alive","alive",0,0,30,20,0,"","alive",0,1,150,0,1,-1.27372005739375,30,-1.29725857221234,30,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R2collarS8 clearcut","B2R2collarS8_2019_clearcut","B2R2collarS8_2019","B2R2collarS8","clearcut",2019,2,2,"collar",8,46.5,8.7,2019,0,"alive","alive",0,0,120,20,0,"","alive",0,1,150,0,1,-0.324249810101533,120,-0.279845351198664,120,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R2collarS9 clearcut","B2R2collarS9_2018_clearcut","B2R2collarS9_2018","B2R2collarS9","clearcut",2018,2,2,"collar",9,0,NA,2018,2018,"Hylastes","dead",1,0,20,50,0,"","Hylastes",1,1,20,1,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R3glueS1 clearcut","B2R3glueS1_2019_clearcut","B2R3glueS1_2019","B2R3glueS1","clearcut",2019,2,3,"glue",1,43,7.6,2019,0,"alive","alive",0,0,50,20,0,"","alive",0,1,100,1,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R3glueS1 clearcut","B2R3glueS1_2020_clearcut","B2R3glueS1_2020","B2R3glueS1","clearcut",2020,2,3,"glue",1,0,NA,2020,2020,"Hylastes","dead",1,0,50,0,0,"","Hylastes",1,1,100,1,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R3glueS2 clearcut","B2R3glueS2_2019_clearcut","B2R3glueS2_2019","B2R3glueS2","clearcut",2019,2,3,"glue",2,59,11.6,2019,0,"alive","alive",0,0,90,20,0,"","alive",0,1,90,0,1,-0.528823999213003,90,-0.49100741081335,90,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R3glueS3 clearcut","B2R3glueS3_2019_clearcut","B2R3glueS3_2019","B2R3glueS3","clearcut",2019,2,3,"glue",3,56,13.1,2019,0,"alive","alive",0,0,740,80,0,"","alive",0,1,740,0,1,1.06785936724429,740,1.05548882768391,740,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R3glueS4 clearcut","B2R3glueS4_2019_clearcut","B2R3glueS4_2019","B2R3glueS4","clearcut",2019,2,3,"glue",4,37,5.9,2019,0,"alive","alive",0,0,40,10,0,"","alive",0,1,40,1,1,-1.08408906271493,40,-1.08617575040892,40,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R3glueS8 clearcut","B2R3glueS8_2019_clearcut","B2R3glueS8_2019","B2R3glueS8","clearcut",2019,2,3,"glue",8,0,NA,2019,2019,"Hylobius","dead",1,0,250,50,0,"","Hylobius",1,1,250,1,1,0.216469801751026,250,0.25891222405536,250,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS1 clearcut","B2R4wax CS1_2018_clearcut","B2R4wax CS1_2018","B2R4wax CS1","clearcut",2018,2,4,"wax C",1,0,NA,2018,2018,"Hylobius","dead",1,1,430,0,0,"","Hylobius",1,2,430,1,1,0.63397979258384,430,0.657001438175269,430,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS2 clearcut","B2R4wax CS2_2019_clearcut","B2R4wax CS2_2019","B2R4wax CS2","clearcut",2019,2,4,"wax C",2,29,7.4,2019,0,"alive","alive",0,4,190,100,0,"","alive",0,5,490,1,1,0.0110765318323206,190,0.0574650106150425,190,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS2 clearcut","B2R4wax CS2_2020_clearcut","B2R4wax CS2_2020","B2R4wax CS2","clearcut",2020,2,4,"wax C",2,0,NA,2020,2020,"Hylobius","dead",1,4,300,0,0,"","Hylobius",1,5,490,1,1,0.35508985260553,300,0.39274379736436,300,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS3 clearcut","B2R4wax CS3_2019_clearcut","B2R4wax CS3_2019","B2R4wax CS3","clearcut",2019,2,4,"wax C",3,61,15,2019,0,"alive","alive",0,1,570,80,0,"","alive",0,2,1570,0,1,0.857216404462942,570,0.863892815618305,570,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS3 clearcut","B2R4wax CS3_2020_clearcut","B2R4wax CS3_2020","B2R4wax CS3","clearcut",2020,2,4,"wax C",3,67,17.2,2020,0,"alive","alive",0,2,1000,0,0,"","alive",0,3,1570,0,1,1.31561923480053,1000,1.27651376573764,1000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS4 clearcut","B2R4wax CS4_2019_clearcut","B2R4wax CS4_2019","B2R4wax CS4","clearcut",2019,2,4,"wax C",4,56,14.3,2019,0,"alive","alive",0,4,800,100,0,"","alive",0,5,1800,0,1,1.13151554219072,800,1.11271616305002,800,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS4 clearcut","B2R4wax CS4_2020_clearcut","B2R4wax CS4_2020","B2R4wax CS4","clearcut",2020,2,4,"wax C",4,74,18.4,2020,0,"alive","alive",0,4,1000,0,0,"","alive",0,5,1800,0,1,1.31561923480053,1000,1.27651376573764,1000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS7 clearcut","B2R4wax CS7_2019_clearcut","B2R4wax CS7_2019","B2R4wax CS7","clearcut",2019,2,4,"wax C",7,74,13.5,2019,0,"alive","alive",0,2,780,90,0,"","alive",0,3,980,0,1,1.11080578504569,780,1.09413173379415,780,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS7 clearcut","B2R4wax CS7_2020_clearcut","B2R4wax CS7_2020","B2R4wax CS7","clearcut",2020,2,4,"wax C",7,102,21.7,2020,0,"alive","alive",0,3,200,0,0,"","alive",0,4,980,0,1,0.0491701892538407,200,0.0951161697214249,200,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS8 clearcut","B2R4wax CS8_2019_clearcut","B2R4wax CS8_2019","B2R4wax CS8","clearcut",2019,2,4,"wax C",8,63,12.1,2019,0,"alive","alive",0,3,540,100,0,"","alive",0,4,540,1,1,0.81405574520998,540,0.824205034528905,540,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS9 clearcut","B2R4wax CS9_2019_clearcut","B2R4wax CS9_2019","B2R4wax CS9","clearcut",2019,2,4,"wax C",9,46,7.6,2019,0,"alive","alive",0,4,500,100,0,"","alive",0,5,2500,1,1,0.752896686348316,500,0.767712169102117,500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R4wax CS9 clearcut","B2R4wax CS9_2020_clearcut","B2R4wax CS9_2020","B2R4wax CS9","clearcut",2020,2,4,"wax C",9,0,NA,2020,2020,"Hylobius","dead",1,0,2000,0,0,"","Hylobius",1,1,2500,1,1,1.90592646143083,2000,1.78531577527327,2000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS1 clearcut","B2R6controlS1_2019_clearcut","B2R6controlS1_2019","B2R6controlS1","clearcut",2019,2,6,"control",1,57,10.7,2019,0,"alive","alive",0,0,1100,100,0,"","alive",0,1,2100,0,1,1.39512311032775,1100,1.34647582201585,1100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS1 clearcut","B2R6controlS1_2020_clearcut","B2R6controlS1_2020","B2R6controlS1","clearcut",2020,2,6,"control",1,63,13.5,2020,0,"alive","alive",0,0,1000,0,0,"","alive",0,1,2100,0,1,1.31561923480053,1000,1.27651376573764,1000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS10 clearcut","B2R6controlS10_2018_clearcut","B2R6controlS10_2018","B2R6controlS10","clearcut",2018,2,6,"control",10,48,5.6,2018,0,"alive","alive",0,0,510,50,0,"","alive",0,1,2310,1,1,0.768602312600805,510,0.782248186578809,510,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS10 clearcut","B2R6controlS10_2019_clearcut","B2R6controlS10_2019","B2R6controlS10","clearcut",2019,2,6,"control",10,53,6.3,2019,0,"alive","alive",0,0,1800,100,0,"","alive",0,1,2310,1,1,1.81436718898741,1800,1.70797628571354,1800,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS2 clearcut","B2R6controlS2_2019_clearcut","B2R6controlS2_2019","B2R6controlS2","clearcut",2019,2,6,"control",2,34,5.9,2019,0,"alive","alive",0,0,50,20,0,"","alive",0,1,2050,1,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS2 clearcut","B2R6controlS2_2020_clearcut","B2R6controlS2_2020","B2R6controlS2","clearcut",2020,2,6,"control",2,0,NA,2020,2020,"Hylobius","dead",1,0,2000,0,0,"","Hylobius",1,1,2050,1,1,1.90592646143083,2000,1.78531577527327,2000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS3 clearcut","B2R6controlS3_2018_clearcut","B2R6controlS3_2018","B2R6controlS3","clearcut",2018,2,6,"control",3,32,5.1,2018,0,"alive","alive",0,0,20,10,0,"","alive",0,1,1950,1,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS3 clearcut","B2R6controlS3_2019_clearcut","B2R6controlS3_2019","B2R6controlS3","clearcut",2019,2,6,"control",3,39,5,2019,0,"alive","alive",0,0,430,80,0,"","alive",0,1,1950,1,1,0.63397979258384,430,0.657001438175269,430,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS3 clearcut","B2R6controlS3_2020_clearcut","B2R6controlS3_2020","B2R6controlS3","clearcut",2020,2,6,"control",3,0,NA,2020,2020,"Hylobius","dead",1,0,1500,0,0,"","Hylobius",1,1,1950,1,1,1.65749305139867,1500,1.57414384016723,1500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS4 clearcut","B2R6controlS4_2018_clearcut","B2R6controlS4_2018","B2R6controlS4","clearcut",2018,2,6,"control",4,0,NA,2018,2018,"Hylobius","dead",1,0,140,90,0,"","Hylobius",1,1,140,1,1,-0.212947930822413,140,-0.166694990579859,140,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS5 clearcut","B2R6controlS5_2018_clearcut","B2R6controlS5_2018","B2R6controlS5","clearcut",2018,2,6,"control",5,0,NA,2018,2018,"Hylobius","dead",1,0,190,80,0,"","Hylobius",1,1,190,1,1,0.0110765318323206,190,0.0574650106150425,190,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS6 clearcut","B2R6controlS6_2018_clearcut","B2R6controlS6_2018","B2R6controlS6","clearcut",2018,2,6,"control",6,33,5.8,2018,0,"alive","alive",0,0,1200,90,0,"","alive",0,1,1650,1,1,1.46816270367739,1200,1.41034618013232,1200,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS6 clearcut","B2R6controlS6_2019_clearcut","B2R6controlS6_2019","B2R6controlS6","clearcut",2019,2,6,"control",6,0,NA,2019,2019,"Hylobius","dead",1,0,450,90,0,"","Hylobius",1,1,1650,1,1,0.669694494240337,450,0.69037284096404,450,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS7 clearcut","B2R6controlS7_2018_clearcut","B2R6controlS7_2018","B2R6controlS7","clearcut",2018,2,6,"control",7,45,5.8,2018,0,"alive","alive",0,0,200,30,0,"","alive",0,1,1350,0,1,0.0491701892538407,200,0.0951161697214249,200,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS7 clearcut","B2R6controlS7_2019_clearcut","B2R6controlS7_2019","B2R6controlS7","clearcut",2019,2,6,"control",7,31,10.1,2019,0,"alive","alive",0,0,650,100,0,"","terminal",0,1,1350,0,1,0.962732490566226,650,0.960299396043456,650,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS7 clearcut","B2R6controlS7_2020_clearcut","B2R6controlS7_2020","B2R6controlS7","clearcut",2020,2,6,"control",7,42,10.4,2020,0,"alive","alive",0,0,500,0,0,"","alive",0,1,1350,0,1,0.752896686348316,500,0.767712169102117,500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS8 clearcut","B2R6controlS8_2018_clearcut","B2R6controlS8_2018","B2R6controlS8","clearcut",2018,2,6,"control",8,0,NA,2018,2018,"Hylobius","dead",1,0,200,100,0,"","Hylobius",1,1,200,1,1,0.0491701892538407,200,0.0951161697214249,200,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS9 clearcut","B2R6controlS9_2018_clearcut","B2R6controlS9_2018","B2R6controlS9","clearcut",2018,2,6,"control",9,55,8.3,2018,0,"alive","alive",0,0,70,10,0,"","alive",0,1,150,0,1,-0.704241515787285,70,-0.675469051928125,70,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B2R6controlS9 clearcut","B2R6controlS9_2019_clearcut","B2R6controlS9_2019","B2R6controlS9","clearcut",2019,2,6,"control",9,61,14.5,2019,0,"alive","alive",0,0,80,80,0,"","alive",0,1,150,0,1,-0.611415617226524,80,-0.577459599102206,80,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS10 clearcut","B3R1glueS10_2018_clearcut","B3R1glueS10_2018","B3R1glueS10","clearcut",2018,3,1,"glue",10,31,7,2018,0,"alive","alive",0,0,130,30,0,"","alive",0,1,410,0,1,-0.266604195200795,130,-0.221092180121738,130,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS10 clearcut","B3R1glueS10_2019_clearcut","B3R1glueS10_2019","B3R1glueS10","clearcut",2019,3,1,"glue",10,45,11.4,2019,0,"alive","alive",0,0,150,40,0,"","alive",0,1,410,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS10 clearcut","B3R1glueS10_2020_clearcut","B3R1glueS10_2020","B3R1glueS10","clearcut",2020,3,1,"glue",10,54,19.7,2020,0,"alive","alive",0,0,130,0,0,"","alive",0,1,410,0,1,-0.266604195200795,130,-0.221092180121738,130,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS3 clearcut","B3R1glueS3_2019_clearcut","B3R1glueS3_2019","B3R1glueS3","clearcut",2019,3,1,"glue",3,37,7.6,2019,0,"alive","alive",0,0,100,30,0,"","alive",0,1,400,1,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS3 clearcut","B3R1glueS3_2020_clearcut","B3R1glueS3_2020","B3R1glueS3","clearcut",2020,3,1,"glue",3,0,NA,2020,2020,"Hylobius","dead",1,0,300,0,0,"","Hylobius",1,1,400,1,1,0.35508985260553,300,0.39274379736436,300,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS4 clearcut","B3R1glueS4_2018_clearcut","B3R1glueS4_2018","B3R1glueS4","clearcut",2018,3,1,"glue",4,0,NA,2018,2018,"Hylobius","dead",1,0,110,50,0,"","Hylobius",1,1,110,1,1,-0.386553836916145,110,-0.343713311290523,110,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS5 clearcut","B3R1glueS5_2018_clearcut","B3R1glueS5_2018","B3R1glueS5","clearcut",2018,3,1,"glue",5,36,5.3,2018,0,"alive","alive",0,0,160,50,0,"","alive",0,1,160,1,1,-0.115571703604247,160,-0.0686789556217186,160,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS7 clearcut","B3R1glueS7_2018_clearcut","B3R1glueS7_2018","B3R1glueS7","clearcut",2018,3,1,"glue",7,26,4.7,2018,0,"alive","alive",0,0,30,20,0,"","alive",0,1,180,0,1,-1.27372005739375,30,-1.29725857221234,30,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS7 clearcut","B3R1glueS7_2020_clearcut","B3R1glueS7_2020","B3R1glueS7","clearcut",2020,3,1,"glue",7,62,15.9,2020,0,"alive","alive",0,0,150,0,0,"","alive",0,1,180,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS8 clearcut","B3R1glueS8_2019_clearcut","B3R1glueS8_2019","B3R1glueS8","clearcut",2019,3,1,"glue",8,37,8.7,2019,0,"alive","alive",0,0,100,20,0,"","alive",0,1,200,0,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS8 clearcut","B3R1glueS8_2020_clearcut","B3R1glueS8_2020","B3R1glueS8","clearcut",2020,3,1,"glue",8,41,12,2020,0,"alive","alive",0,0,100,0,0,"","alive",0,1,200,0,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS9 clearcut","B3R1glueS9_2018_clearcut","B3R1glueS9_2018","B3R1glueS9","clearcut",2018,3,1,"glue",9,35,6.8,2018,0,"alive","alive",0,0,50,20,0,"","alive",0,1,170,0,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS9 clearcut","B3R1glueS9_2019_clearcut","B3R1glueS9_2019","B3R1glueS9","clearcut",2019,3,1,"glue",9,33,10.2,2019,0,"alive","alive",0,0,50,10,0,"","alive",0,1,170,0,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B3R1glueS9 clearcut","B3R1glueS9_2020_clearcut","B3R1glueS9_2020","B3R1glueS9","clearcut",2020,3,1,"glue",9,37,11.1,2020,0,"alive","alive",0,0,70,0,0,"","alive",0,1,170,0,1,-0.704241515787285,70,-0.675469051928125,70,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
